first,last,id.bioguide,current_type,current_party,current_state,term_start,term_end,social.youtube,social.youtube_id,social.twitter,social.twitter_id,social.instagram,social.instagram_id,social.facebook,youtube_url
Glenn,Thompson,T000467,rep,Republican,PA,2025-01-03,2027-01-03,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,CongressmanGT,18967498.0,congressman_gt,,CongressmanGT,https://www.youtube.com/channel/UCNWX7lbWWvnNdzVMFI9DRiQ
Michael,Turner,T000463,rep,Republican,OH,2025-01-03,2027-01-03,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,RepMikeTurner,51228911.0,repmiketurner,,RepMikeTurner,https://www.youtube.com/channel/UC-6Ss-aZ3OPisf9GdVGtN8g
Mike,Thompson,T000460,rep,Democrat,CA,2025-01-03,2027-01-03,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg,RepThompson,303861808.0,,,RepMikeThompson,https://www.youtube.com/channel/UC6pGbtqHZYZmScFGSz5bbdg
Bennie,Thompson,T000193,rep,Democrat,MS,2025-01-03,2027-01-03,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw,BennieGThompson,82453460.0,benniegthompson,347410575.0,CongressmanBennieGThompson,https://www.youtube.com/channel/UCzt2pBxh0dI24kYrWretXRw
Austin,Scott,S001189,rep,Republican,GA,2025-01-03,2027-01-03,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,AustinScottGA08,234797704.0,,,RepAustinScott,https://www.youtube.com/channel/UC5M7eKHKQStktMyjieiHYZQ
Terri,Sewell,S001185,rep,Democrat,AL,2025-01-03,2027-01-03,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,RepTerriSewell,381152398.0,repterriasewell,,RepSewell,https://www.youtube.com/channel/UCHkEHtfrfUWOFtbUFQTQH7Q
David,Schweikert,S001183,rep,Republican,AZ,2025-01-03,2027-01-03,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,RepDavid,229197216.0,repdavid,181147397.0,repdavidschweikert,https://www.youtube.com/channel/UCVvuNVzkOUp7p_Pzkc6Zuvw
Steve,Scalise,S001176,rep,Republican,LA,2025-01-03,2027-01-03,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,SteveScalise,1209417007.0,stevescalise,1210937919.0,RepSteveScalise,https://www.youtube.com/channel/UCmYveHBVXVBRxl7GiCL-gjw
Adrian,Smith,S001172,rep,Republican,NE,2025-01-03,2027-01-03,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,RepAdrianSmith,296245061.0,RepAdrianSmith,,repadriansmith,https://www.youtube.com/channel/UCIgn2z-hwxx_aeggnyhv54Q
David,Scott,S001157,rep,Democrat,GA,2025-01-03,2027-01-03,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w,RepDavidScott,168673083.0,RepDavidScott,,113303673339,https://www.youtube.com/channel/UCgf28zRkLSqAUiPuJhGdF0w
Linda,Sánchez,S001156,rep,Democrat,CA,2025-01-03,2027-01-03,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,RepLindaSanchez,312134473.0,replindasanchez,,CongresswomanLindaSanchez,https://www.youtube.com/channel/UCu1K6uHxjMgj2mvzM7O9-ow
Michael,Simpson,S001148,rep,Republican,ID,2025-01-03,2027-01-03,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,CongMikeSimpson,76132891.0,congressmanmikesimpson,,96007744606,https://www.youtube.com/channel/UCNXe0rJJeULTAP_7oyQNw8g
Janice,Schakowsky,S001145,rep,Democrat,IL,2025-01-03,2027-01-03,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,JanSchakowsky,24195214.0,JanSchakowsky,,janschakowsky,https://www.youtube.com/channel/UCuCHHPSENUEaaeH8n_CYDXQ
Adam,Smith,S000510,rep,Democrat,WA,2025-01-03,2027-01-03,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,RepAdamSmith,58928690.0,repadamsmith,,RepAdamSmith,https://www.youtube.com/channel/UCcrHso483LOfC6WwDnzAh-g
Brad,Sherman,S000344,rep,Democrat,CA,2025-01-03,2027-01-03,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,BradSherman,30216513.0,congressmansherman,,63158229861,https://www.youtube.com/channel/UCPisrz6-SLwVy2l9Mcy8kug
Robert,Scott,S000185,rep,Democrat,VA,2025-01-03,2027-01-03,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,BobbyScott,161791703.0,repbobbyscott,1173348983.0,RepBobbyScott,https://www.youtube.com/channel/UCdNNcpw8arCsUp55JwK_QAA
Mike,Rogers,R000575,rep,Republican,AL,2025-01-03,2027-01-03,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,RepMikeRogersAL,33977070.0,repmikerogersal,259435765.0,CongressmanMikeDRogers,https://www.youtube.com/channel/UCH-WUWuY0_dlKwJDSqKTJsg
Harold,Rogers,R000395,rep,Republican,KY,2025-01-03,2027-01-03,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,RepHalRogers,550401754.0,rephalrogers,,CongressmanHalRogers,https://www.youtube.com/channel/UChVFKLZkRoHQDhp4zNvEezQ
Mike,Quigley,Q000023,rep,Democrat,IL,2025-01-03,2027-01-03,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,RepMikeQuigley,56864092.0,repmikequigley,1403659583.0,repmikequigley,https://www.youtube.com/channel/UCDP13XegdoZ4bxYHxM34yAA
Chellie,Pingree,P000597,rep,Democrat,ME,2025-01-03,2027-01-03,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,ChelliePingree,14984637.0,chelliepingree,,ChelliePingree,https://www.youtube.com/channel/UCLKaWFM7I84WcreDRhhhkVg
Nancy,Pelosi,P000197,rep,Democrat,CA,2025-01-03,2027-01-03,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,SpeakerPelosi,15764644.0,,,NancyPelosi,https://www.youtube.com/channel/UCxPeEcH0xaCK9nBK98EFhDg
Frank,Pallone,P000034,rep,Democrat,NJ,2025-01-03,2027-01-03,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,FrankPallone,31801993.0,repfrankpallone,,repfrankpallone,https://www.youtube.com/channel/UCN0_wn9hs1LI3UKkji2PP2A
Eleanor,Norton,N000147,rep,Democrat,DC,2025-01-03,2027-01-03,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,EleanorNorton,23600262.0,congresswomannorton,,CongresswomanNorton,https://www.youtube.com/channel/UChRrAXUGylfxJjbquC6aUjQ
Richard,Neal,N000015,rep,Democrat,MA,2025-01-03,2027-01-03,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,RepRichardNeal,442824717.0,,,reprichardneal,https://www.youtube.com/channel/UCZVtTydu0-MSK6G12GaKA4g
Jerrold,Nadler,N000002,rep,Democrat,NY,2025-01-03,2027-01-03,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,RepJerryNadler,40302336.0,,,CongressmanNadler,https://www.youtube.com/channel/UCQKj0qU1e7o2f5ftSh-c9aQ
Tom,McClintock,M001177,rep,Republican,CA,2025-01-03,2027-01-03,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,RepMcClintock,50152441.0,repmcclintock,,81125319109,https://www.youtube.com/channel/UCMh04KC4LfIzKoXh2Xws_pw
Doris,Matsui,M001163,rep,Democrat,CA,2025-01-03,2027-01-03,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,DorisMatsui,38254095.0,repdorismatsui,,doris.matsui,https://www.youtube.com/channel/UCSqqxVkvskHq3cY2MCbTZsw
Gwen,Moore,M001160,rep,Democrat,WI,2025-01-03,2027-01-03,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,RepGwenMoore,22669526.0,RepGwenMoore,,GwenSMoore,https://www.youtube.com/channel/UCCs9o1XaSsCsqNpO0iO0_Ew
Michael,McCaul,M001157,rep,Republican,TX,2025-01-03,2027-01-03,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,RepMcCaul,26424123.0,congressman_mccaul,,michaeltmccaul,https://www.youtube.com/channel/UCRw6sGE0PH7_FCeTT3PQRaA
Betty,McCollum,M001143,rep,Democrat,MN,2025-01-03,2027-01-03,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,BettyMcCollum04,516880804.0,repbettymccollum,,repbettymccollum,https://www.youtube.com/channel/UC3sZJSdiZo2EBHbsOlsnI7A
Gregory,Meeks,M001137,rep,Democrat,NY,2025-01-03,2027-01-03,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,RepGregoryMeeks,22812754.0,repgregorymeeks,,gregorymeeksny05,https://www.youtube.com/channel/UCljJnwgQS6Z6-NypDyqKJZQ
James,McGovern,M000312,rep,Democrat,MA,2025-01-03,2027-01-03,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,RepMcGovern,242426145.0,repmcgovern,,RepJimMcGovern,https://www.youtube.com/channel/UCpiUqp2ZF64tXqgR_EQo27g
Robert,Latta,L000566,rep,Republican,OH,2025-01-03,2027-01-03,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,BobLatta,15394954.0,boblatta,26367713.0,boblatta,https://www.youtube.com/channel/UCVSBVHoWu-eWnBBQaMKZ_sQ
Stephen,Lynch,L000562,rep,Democrat,MA,2025-01-03,2027-01-03,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,RepStephenLynch,310310133.0,repstephenlynch,,repstephenlynch,https://www.youtube.com/channel/UCxL4zG0YWqC5XTO4af_FOgw
Rick,Larsen,L000560,rep,Democrat,WA,2025-01-03,2027-01-03,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,RepRickLarsen,404132211.0,repricklarsen,,RepRickLarsen,https://www.youtube.com/channel/UCMv7LsJtiyO4AJcbRux5CxQ
John,Larson,L000557,rep,Democrat,CT,2025-01-03,2027-01-03,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,RepJohnLarson,50452197.0,RepJohnBLarson,,RepJohnLarson,https://www.youtube.com/channel/UCGPsvFF-9WfpdRSCcCrPLiQ
Frank,Lucas,L000491,rep,Republican,OK,2025-01-03,2027-01-03,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,RepFrankLucas,242772524.0,repfranklucas,,RepFrankLucas,https://www.youtube.com/channel/UCdYZbKY8pkWAThqwC3fdVMg
Zoe,Lofgren,L000397,rep,Democrat,CA,2025-01-03,2027-01-03,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,RepZoeLofgren,267938462.0,,,zoelofgren,https://www.youtube.com/channel/UCOaQ79adORFcaTuJZoIFuZQ
Mike,Kelly,K000376,rep,Republican,PA,2025-01-03,2027-01-03,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,MikeKellyPA,935368364.0,,,191056827594903,https://www.youtube.com/channel/UCoz6u3ooQxoijsWvhoQ0D-A
William,Keating,K000375,rep,Democrat,MA,2025-01-03,2027-01-03,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,USRepKeating,232992031.0,,,Congressman.Keating,https://www.youtube.com/channel/UC7KPV4xdxO2dms9vl6tETmg
Marcy,Kaptur,K000009,rep,Democrat,OH,2025-01-03,2027-01-03,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,RepMarcyKaptur,581141508.0,repmarcykaptur,,RepresentativeMarcyKaptur,https://www.youtube.com/channel/UCIJUNf22o09nO02oQPLKQ6w
Jim,Jordan,J000289,rep,Republican,OH,2025-01-03,2027-01-03,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,Jim_Jordan,18166778.0,,,repjimjordan,https://www.youtube.com/channel/UCPFBhS00ivPV585GlnNlyqA
Henry,Johnson,J000288,rep,Democrat,GA,2025-01-03,2027-01-03,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,RepHankJohnson,24745957.0,rephankjohnson,,115356957005,https://www.youtube.com/channel/UCqMici9I7nz_i-PN7eSYjwQ
Bill,Huizenga,H001058,rep,Republican,MI,2025-01-03,2027-01-03,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,RepHuizenga,233949261.0,RepHuizenga,,RepHuizenga,https://www.youtube.com/channel/UCQPlLLiMnysMmeJ5qUSSjQg
James,Himes,H001047,rep,Democrat,CT,2025-01-03,2027-01-03,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,jahimes,,repjimhimes,,CongressmanJimHimes,https://www.youtube.com/channel/UCCeB6czh6nhCHxOMCk_V4yA
Steny,Hoyer,H000874,rep,Democrat,MD,2025-01-03,2027-01-03,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,RepStenyHoyer,22012091.0,repstenyhoyer,51616645.0,WhipHoyer,https://www.youtube.com/channel/UCvxgqX65cdhHNjJn64cgY9g
H.,Griffith,G000568,rep,Republican,VA,2025-01-03,2027-01-03,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,RepMGriffith,234057152.0,hmorgangriffith,,RepMorganGriffith,https://www.youtube.com/channel/UCzxqD7EY_Rdvbc0spbaYkJA
Paul,Gosar,G000565,rep,Republican,AZ,2025-01-03,2027-01-03,repgosar,UC5orqw_9acsKWSRbrqTDXBw,RepGosar,240760644.0,REPGOSAR,,repgosar,https://www.youtube.com/channel/UC5orqw_9acsKWSRbrqTDXBw
John,Garamendi,G000559,rep,Democrat,CA,2025-01-03,2027-01-03,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,RepGaramendi,88806753.0,repgaramendi,,repgaramendi,https://www.youtube.com/channel/UCRym1qsO72C39gX6pBu4icg
Al,Green,G000553,rep,Democrat,TX,2025-01-03,2027-01-03,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,RepAlGreen,156333623.0,repalgreen,,repalgreen,https://www.youtube.com/channel/UCFtgMZm1YUXaZ8OtOj-GDjA
Charles,Fleischmann,F000459,rep,Republican,TN,2025-01-03,2027-01-03,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,RepChuck,235190657.0,,,repchuck,https://www.youtube.com/channel/UCTtRrJkM-R-f2K0byCMvHgw
Virginia,Foxx,F000450,rep,Republican,NC,2025-01-03,2027-01-03,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,VirginiaFoxx,16256269.0,repvirginiafoxx,,RepVirginiaFoxx,https://www.youtube.com/channel/UCggineJcxJn80TRXxdQbx6w
Scott,DesJarlais,D000616,rep,Republican,TN,2025-01-03,2027-01-03,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,DesJarlaisTN04,235312723.0,desjarlaistn04,260930821.0,ScottDesJarlaisTN04,https://www.youtube.com/channel/UCvjuSLoi3hS0ECQvJLhwOkA
Mario,Diaz-Balart,D000600,rep,Republican,FL,2025-01-03,2027-01-03,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,MarioDB,37094727.0,repmariodb,316477657.0,mdiazbalart,https://www.youtube.com/channel/UCpEEd0Plxx5D78pI4a4mFTQ
Lloyd,Doggett,D000399,rep,Democrat,TX,2025-01-03,2027-01-03,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,RepLloydDoggett,153944899.0,replloyddoggett,,lloyddoggett,https://www.youtube.com/channel/UCN-kiLKyHPcfRVZ28sAHS_g
Rosa,DeLauro,D000216,rep,Democrat,CT,2025-01-03,2027-01-03,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,RosaDeLauro,140519774.0,,,CongresswomanRosaDeLauro,https://www.youtube.com/channel/UC9ROfGBm7kSLCEDYwFF6McQ
Diana,DeGette,D000197,rep,Democrat,CO,2025-01-03,2027-01-03,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,RepDianaDeGette,28599820.0,,,DianaDeGette,https://www.youtube.com/channel/UCWFQCRTHwsHg9P1Hf-EQtew
Eric,Crawford,C001087,rep,Republican,AR,2025-01-03,2027-01-03,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,RepRickCrawford,233693291.0,reprickcrawford,389864684.0,RepRickCrawford,https://www.youtube.com/channel/UCLKAkVl4BHRK73lmDiIgPYg
Judy,Chu,C001080,rep,Democrat,CA,2025-01-03,2027-01-03,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,RepJudyChu,193732179.0,repjudychu,,RepJudyChu,https://www.youtube.com/channel/UCfcbYOvdEXZNelM8T05nK-w
André,Carson,C001072,rep,Democrat,IN,2025-01-03,2027-01-03,repandrecarson,UCprUnnEgM2VUGmAKSaZXCSw,RepAndreCarson,199325935.0,repandrecarson,,CongressmanAndreCarson,https://www.youtube.com/channel/UCprUnnEgM2VUGmAKSaZXCSw
Joe,Courtney,C001069,rep,Democrat,CT,2025-01-03,2027-01-03,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,RepJoeCourtney,85396297.0,repjoecourtney,,joecourtney,https://www.youtube.com/channel/UCGVIfe1T2hO1Lx7ap5Wkv1w
Steve,Cohen,C001068,rep,Democrat,TN,2025-01-03,2027-01-03,repcohen,UC_NJlnsOBjOameUwZk0rvsA,RepCohen,162069635.0,repcohen,,CongressmanSteveCohen,https://www.youtube.com/channel/UC_NJlnsOBjOameUwZk0rvsA
Yvette,Clarke,C001067,rep,Democrat,NY,2025-01-03,2027-01-03,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,RepYvetteClarke,240812994.0,repyvettedclarke,,repyvettedclarke,https://www.youtube.com/channel/UC8SuQiuL2P9fUHAxuRoTdUQ
Henry,Cuellar,C001063,rep,Democrat,TX,2025-01-03,2027-01-03,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,RepCuellar,210926192.0,RepCuellar,,152569121550,https://www.youtube.com/channel/UCVgEOdJx3tyILO9EjZ-heEQ
Emanuel,Cleaver,C001061,rep,Democrat,MO,2025-01-03,2027-01-03,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,RepCleaver,163570705.0,repcleaver,,emanuelcleaverii,https://www.youtube.com/channel/UCVC-7CLFjXczoihr5FxDLsw
Jim,Costa,C001059,rep,Democrat,CA,2025-01-03,2027-01-03,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,RepJimCosta,245451804.0,,,RepJimCosta,https://www.youtube.com/channel/UCVgXX23eJEai6GiBOKO6dvA
Tom,Cole,C001053,rep,Republican,OK,2025-01-03,2027-01-03,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,TomColeOK04,23124635.0,TomColeOK04,,TomColeOK04,https://www.youtube.com/channel/UCvqzPm_YnNkfEHpm3SEMJMQ
John,Carter,C001051,rep,Republican,TX,2025-01-03,2027-01-03,repjohncarter,UC9pkaOrhPfouzkJ8oAdI-1w,JudgeCarter,18030431.0,judgecarter,456560563.0,judgecarter,https://www.youtube.com/channel/UC9pkaOrhPfouzkJ8oAdI-1w
James,Clyburn,C000537,rep,Democrat,SC,2025-01-03,2027-01-03,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,RepJamesClyburn,188019606.0,repjamesclyburn,,jameseclyburn,https://www.youtube.com/channel/UCIyU_UA_JEa14gvAwhquKqg
Ken,Calvert,C000059,rep,Republican,CA,2025-01-03,2027-01-03,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A,KenCalvert,22545491.0,repkencalvert,,70063393423,https://www.youtube.com/channel/UC5MEj7YOX_QdKoqD_HRxP3A
Vern,Buchanan,B001260,rep,Republican,FL,2025-01-03,2027-01-03,vernbuchanan,UCY4DEy41NxOTdcF8_XAVZvw,VernBuchanan,20467163.0,repvern,344865327.0,CongressmanBuchanan,https://www.youtube.com/channel/UCY4DEy41NxOTdcF8_XAVZvw
Gus,Bilirakis,B001257,rep,Republican,FL,2025-01-03,2027-01-03,RepGusBilirakis,UC2z1uu1n4-60xXs5x1mvLJw,RepGusBilirakis,26051676.0,gusbilirakis,,GusBilirakis,https://www.youtube.com/channel/UC2z1uu1n4-60xXs5x1mvLJw
Sanford,Bishop,B000490,rep,Democrat,GA,2025-01-03,2027-01-03,RepSanfordBishop,UCxF9veLBrkr_CqVq5eFYVGg,SanfordBishop,249410485.0,,,sanfordbishop,https://www.youtube.com/channel/UCxF9veLBrkr_CqVq5eFYVGg
Robert,Aderholt,A000055,rep,Republican,AL,2025-01-03,2027-01-03,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA,Robert_Aderholt,76452765.0,,,RobertAderholt,https://www.youtube.com/channel/UC71CAgpg1gbLTew_pfTneGA
Suzan,DelBene,D000617,rep,Democrat,WA,2025-01-03,2027-01-03,,UCd00b7TpKDZIr-Ujhaktvjg,RepDelBene,995193054.0,repdelbene,,RepDelBene,https://www.youtube.com/channel/UCd00b7TpKDZIr-Ujhaktvjg
Suzanne,Bonamici,B001278,rep,Democrat,OR,2025-01-03,2027-01-03,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,RepBonamici,558769636.0,RepBonamici,,congresswomanbonamici,https://www.youtube.com/channel/UC0IkAeEiwgzSRTD1TDSvuBw
Mark,Amodei,A000369,rep,Republican,NV,2025-01-03,2027-01-03,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,MarkAmodeiNV2,402719755.0,MarkAmodeiNV2,,MarkAmodeiNV2,https://www.youtube.com/channel/UCjOGx2iqSn1r3BQxaVgYhYw
Eric,Swalwell,S001193,rep,Democrat,CA,2025-01-03,2027-01-03,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,RepSwalwell,942156122.0,repswalwell,338799200.0,CongressmanEricSwalwell,https://www.youtube.com/channel/UCKvwsFNGD4sDkE_9g-2ft0w
Grace,Meng,M001188,rep,Democrat,NY,2025-01-03,2027-01-03,,UCHg516zJKbIBtXFAJ0nu3XQ,RepGraceMeng,1051127714.0,,,repgracemeng,https://www.youtube.com/channel/UCHg516zJKbIBtXFAJ0nu3XQ
Mark,Takano,T000472,rep,Democrat,CA,2025-01-03,2027-01-03,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,RepMarkTakano,1037321378.0,repmarktakano,,RepMarkTakano,https://www.youtube.com/channel/UCJg4F1irmSFeKoXZBaZbX2w
Hakeem,Jeffries,J000294,rep,Democrat,NY,2025-01-03,2027-01-03,,UCYVmbsjoNbQ4j-PCQIYgpWQ,RepJeffries,467823431.0,repjeffries,,RepHakeemJeffries,https://www.youtube.com/channel/UCYVmbsjoNbQ4j-PCQIYgpWQ
David,Joyce,J000295,rep,Republican,OH,2025-01-03,2027-01-03,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA,RepDaveJoyce,976969338.0,repdavejoyce,360743678.0,RepDaveJoyce,https://www.youtube.com/channel/UCTu9xz2VYk-jtQv0TVsLyYA
Randy,Weber,W000814,rep,Republican,TX,2025-01-03,2027-01-03,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,TXRandy14,1058051748.0,TXRandy14,,TXRandy14,https://www.youtube.com/channel/UCJSZRrAcd5i1bHLjR66PZdg
Ami,Bera,B001287,rep,Democrat,CA,2025-01-03,2027-01-03,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,RepBera,950783972.0,repbera,,RepAmiBera,https://www.youtube.com/channel/UClJCTCo53Zk6b4kUL-bbdzg
Bill,Foster,F000454,rep,Democrat,IL,2025-01-03,2027-01-03,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,RepBillFoster,1080509366.0,,,CongressmanBillFoster,https://www.youtube.com/channel/UCicixINQr_-3cFHI2bJzFpQ
Lois,Frankel,F000462,rep,Democrat,FL,2025-01-03,2027-01-03,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ,RepLoisFrankel,1077121945.0,reploisfrankel,,RepLoisFrankel,https://www.youtube.com/channel/UCEk5viAhxaW_2OK20-yBwzQ
Richard,Hudson,H001067,rep,Republican,NC,2025-01-03,2027-01-03,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,RepRichHudson,935033864.0,,,RepRichHudson,https://www.youtube.com/channel/UC9Q1qCvnQR7rHERjTjJl5Pg
Marc,Veasey,V000131,rep,Democrat,TX,2025-01-03,2027-01-03,marcveasey,UC2CRp1KF5uljZyhDRPR-72Q,RepVeasey,1074129612.0,repveasey,676925345.0,CongressmanMarcVeasey,https://www.youtube.com/channel/UC2CRp1KF5uljZyhDRPR-72Q
Scott,Perry,P000605,rep,Republican,PA,2025-01-03,2027-01-03,RepScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ,RepScottPerry,18773159.0,repscottperry,519463466.0,repscottperry,https://www.youtube.com/channel/UCzgrU5PT_HHRgf5hXPen4dQ
Raul,Ruiz,R000599,rep,Democrat,CA,2025-01-03,2027-01-03,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,RepRaulRuizMD,1089859058.0,,,CongressmanRaulRuizMD,https://www.youtube.com/channel/UCSDk-cyNPCo1iy6rweSPmBw
Ann,Wagner,W000812,rep,Republican,MO,2025-01-03,2027-01-03,,UCy2v2DXXvQnbRc8Zx77Dnsg,RepAnnWagner,1051446626.0,repannwagner,,RepAnnWagner,https://www.youtube.com/channel/UCy2v2DXXvQnbRc8Zx77Dnsg
Garland,Barr,B001282,rep,Republican,KY,2025-01-03,2027-01-03,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,RepAndyBarr,1089334250.0,RepAndyBarr,,RepAndyBarr,https://www.youtube.com/channel/UCVL2s6x7f7H0ZJ-uwU0pQ6Q
Danny,Davis,D000096,rep,Democrat,IL,2025-01-03,2027-01-03,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,RepDannyDavis,789244177.0,,,CongressmanDKDavis,https://www.youtube.com/channel/UCdhrT09_XMr31tuI8OcKsjQ
Sam,Graves,G000546,rep,Republican,MO,2025-01-03,2027-01-03,,UCdg2ybvoHsSW6t7iJnKHlNg,RepSamGraves,29766367.0,repsamgraves,,118514606128,https://www.youtube.com/channel/UCdg2ybvoHsSW6t7iJnKHlNg
Roger,Williams,W000816,rep,Republican,TX,2025-01-03,2027-01-03,,UCBtfmMMQarjtLB9U_pWMOhw,RepRWilliams,1077446982.0,,,RepRogerWilliams,https://www.youtube.com/channel/UCBtfmMMQarjtLB9U_pWMOhw
Jared,Huffman,H001068,rep,Democrat,CA,2025-01-03,2027-01-03,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,RepHuffman,1071102246.0,rephuffman,,RepHuffman,https://www.youtube.com/channel/UCJU6SP1ppp1ZhSiqZLiFgDA
Andy,Harris,H001052,rep,Republican,MD,2025-01-03,2027-01-03,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,RepAndyHarrisMD,960962340.0,,,AndyHarrisMD,https://www.youtube.com/channel/UCvUuV7FiJfJi1yux4qozgMg
Scott,Peters,P000608,rep,Democrat,CA,2025-01-03,2027-01-03,,UCQK77QJxW7Xr-S3zqeMd-0g,RepScottPeters,1135486501.0,repscottpeters,,RepScottPeters,https://www.youtube.com/channel/UCQK77QJxW7Xr-S3zqeMd-0g
Joaquin,Castro,C001091,rep,Democrat,TX,2025-01-03,2027-01-03,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ,JoaquinCastrotx,231510077.0,joaquincastrotx,378492005.0,326420614138023,https://www.youtube.com/channel/UCsRxWnFdRiV2od1O5v5nEeQ
Brett,Guthrie,G000558,rep,Republican,KY,2025-01-03,2027-01-03,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,RepGuthrie,1908143071.0,repguthrie,,CongressmanGuthrie,https://www.youtube.com/channel/UCdJhDw-YbdH0RHfWK0sIfiw
